kill,teamSkill,maxLevel,maxSkill,maxRefine,version,board,specialImage
[{""name"":"""",""type"":""normal"",""charge"":"""",""num"":0,""description"":""          "",""tag"":[]
[{""name"":""狂魔之戾"",""type"":""normal"",""charge"":""CD"",""num"":12,""reduce"":4,""description"":""     全隊攻擊力提升 1.5 倍，技能發動回合以攻前炮擊或攻擊傷害擊斃敵人的數量總和，將轉化為效果持續回合     "",""tag"":[[""增傷"",5]]
[{""name"":""狂魔之戾"",""type"":""normal"",""charge"":""CD"",""num"":12,""reduce"":4,""description"":""     全隊攻擊力提升 1.5 倍，技能發動回合以攻前炮擊或攻擊傷害擊斃敵人的數量總和，將轉化為效果持續回合     "",""tag"":[[""增傷"",5]]
[{""name"":""狂魔之戾"",""type"":""normal"",""charge"":""CD"",""num"":12,""reduce"":4,""description"":""     全隊攻擊力提升 1.5 倍，技能發動回合以攻前炮擊或攻擊傷害擊斃敵人的數量總和，將轉化為效果持續回合     "",""tag"":[[""增傷"",5]]
[{""name"":""狂魔之戾"",""type"":""normal"",""charge"":""CD"",""num"":12,""reduce"":4,""description"":""     全隊攻擊力提升 1.5 倍，技能發動回合以攻前炮擊或攻擊傷害擊斃敵人的數量總和，將轉化為效果持續回合     "",""tag"":[[""增傷"",5]]
[{""name"":""狂魔之戾"",""type"":""normal"",""charge"":""CD"",""num"":12,""reduce"":4,""description"":""     全隊攻擊力提升 1.5 倍，技能發動回合以攻前炮擊或攻擊傷害擊斃敵人的數量總和，將轉化為效果持續回合     "",""tag"":[[""增傷"",5]]
[{""name"":""掩眼魔靈 ‧ 水"",""type"":""normal"",""charge"":""CD"",""num"":6,""reduce"":1,""description"":""     若場上剩下 2 粒或以下的水符石，隨機將 2 直行的符石轉化為水符石；反之，隨機將 1 直行的符石轉化為水符石     "",""tag"":[""符石轉水""]
[{""name"":""掩眼魔靈 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":6,""reduce"":1,""description"":""     若場上剩下 2 粒或以下的火符石，隨機將 2 直行的符石轉化為火符石；反之，隨機將 1 直行的符石轉化為火符石     "",""tag"":[""符石轉火""]
[{""name"":""薔薇連擊"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     3 回合內，自身發動攻擊時，個人追打木屬性攻擊 1 次     "",""tag"":[[""自身追打"",3],[""木屬追打"",3]]
[{""name"":""捨生換夕"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     2 回合內，每回合扣除 15% 自身生命力；敵方全體無法行動 2 回合，但效果會因自身生命力不足 15% 而消失     "",""tag"":[[""我方扣血"",2],[""無法行動"",2],""敵身狀態""]
[{""name"":""掩眼魔靈 ‧ 暗"",""type"":""normal"",""charge"":""CD"",""num"":6,""reduce"":1,""description"":""     若場上剩下 2 粒或以下的暗符石，隨機將 2 直行的符石轉化為暗符石；反之，隨機將 1 直行的符石轉化為暗符石     "",""tag"":[""符石轉暗""]
[{""name"":""掩眼魔靈 ‧ 水波"",""type"":""normal"",""charge"":""CD"",""num"":6,""reduce"":1,""description"":""     隨機將 2 直行的符石轉化為水符石     "",""tag"":[""符石轉水""]
[{""name"":""掩眼魔靈 ‧ 火燄"",""type"":""normal"",""charge"":""CD"",""num"":6,""reduce"":1,""description"":""     隨機將 2 直行的符石轉化為火符石     "",""tag"":[""符石轉火""]
[{""name"":""攻擊姿勢 ‧ 木"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     心符石轉化為木符石     "",""tag"":[""符石轉木"",""心轉其他""]
[{""name"":""光暗攻擊轉化"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     心符石轉化為光符石，同時將暗符石轉化為心符石     "",""tag"":[""符石轉光"",""符石轉心"",""暗轉其他"",""心轉其他""]
[{""name"":""同歸於盡"",""type"":""normal"",""charge"":""CD"",""num"":15,""reduce"":1,""description"":""     消耗現有一半的生命力，並同時消耗敵方現有 30% 生命力     "",""tag"":[""我方扣血"",""直傷"",""無視技能直傷""]
[{""name"":""鐵壁陣勢 ‧ 水"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     火符石轉化為心強化符石     "",""tag"":[""符石轉心"",""符石轉心強化"",""火轉其他""]
[{""name"":""鐵壁陣勢 ‧ 水"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     火符石轉化為心強化符石     "",""tag"":[""符石轉心"",""符石轉心強化"",""火轉其他""]
[{""name"":""魔之怨念 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":12,""reduce"":2,""description"":""     場上有附加效果時，1 回合內，火屬性攻擊力 1.5 倍及火屬性魔族攻擊力 2.5 倍     "",""tag"":[""增傷""]
[{""name"":""魔之怨念 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":12,""reduce"":2,""description"":""     場上有附加效果時，1 回合內，火屬性攻擊力 1.5 倍及火屬性魔族攻擊力 2.5 倍     "",""tag"":[""增傷""]
[{""name"":""延緩"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     延遲全體敵人行動 1 回合     "",""tag"":[""延遲"",""敵身狀態""]
[{""name"":""延緩"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     延遲全體敵人行動 1 回合     "",""tag"":[""延遲"",""敵身狀態""]
[{""name"":""蓄能轉換 ‧ 光"",""type"":""normal"",""charge"":""CD"",""num"":2,""description"":""     將等同於累積戰鬥回合 (需要消除符石) +1 數量的符石轉化為光符石，最多 8 粒。發動技能後可轉換符石數將重新累積     "",""tag"":[""符石轉光""]
[{""name"":""蓄能轉換 ‧ 光"",""type"":""normal"",""charge"":""CD"",""num"":2,""description"":""     將等同於累積戰鬥回合 (需要消除符石) +1 數量的符石轉化為光符石，最多 8 粒。發動技能後可轉換符石數將重新累積     "",""tag"":[""符石轉光""]
[{""name"":""狂魔暴戾"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     魔族攻擊力提升 1.5 倍，效果持續至受到敵人攻擊。效果持續期間技能不會冷卻     "",""tag"":[[""增傷"",-1]]
[{""name"":""狂魔暴戾"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     魔族攻擊力提升 1.5 倍，效果持續至受到敵人攻擊。效果持續期間技能不會冷卻     "",""tag"":[[""增傷"",-1]]
[{""name"":""超級治療"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     回復自身回復力 10 倍的生命力     "",""tag"":[""回血""]
[{""name"":""屠殺之勢"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     1 回合內，自身攻擊力 2.5 倍。若身旁的成員同為水屬性或魔族，同得此效果     "",""tag"":[""增傷"",""界王拳""]
[{""name"":""超級治療"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     回復自身回復力 10 倍的生命力     "",""tag"":[""回血""]
[{""name"":""終極一擊"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，若生命力全滿：自身生命力扣至 1，並將心符石轉化為自身屬性符石；移動符石前自身生命力愈低，全隊攻擊力愈高，最大 2 倍。反之，自身生命力愈低，全隊攻擊力愈高，最大 3 倍     "",""tag"":[""符石轉暗"",""心轉其他"",""我方扣血"",""增傷""]
[{""name"":""醉眼朦朧"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     若場上剩下 2 粒或以下的心符石，隨機將 2 直行的符石轉化為心符石；反之，隨機將 1 直行的符石轉化為心符石     "",""tag"":[""符石轉心""]
[{""name"":""超級治療"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     回復自身回復力 10 倍的生命力     "",""tag"":[""回血""]
[{""name"":""搶天奪日 ‧ 心"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     所有符石隨機轉換，同時心符石出現率上升，並將心符石以心強化符石代替     "",""tag"":[""大幅轉版"",""符石轉水"",""符石轉火"",""符石轉木"",""符石轉光"",""符石轉暗"",""符石轉心"",""符石轉心強化""]
[{""name"":""蓄勢暴擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內不能對敵方造成傷害，下一回會追加上回的連擊 (Combo) 數目對敵人進行攻擊     "",""tag"":[""限制成員攻擊"",""增加Combo""]
[{""name"":""水波猛擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對敵方全體造成 10 倍水屬性傷害     "",""tag"":[""直傷""]
[{""name"":""御劍飛行"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，同時消除水、火及木符石時，無視全體敵人 80% 的防禦力；同時消除光及暗符石時，全隊攻擊力 1.5 倍；消除心符石時，心符石效果提升至 250%。(只計算首批消除的符石)     "",""tag"":[""破防"",""增傷"",""符石效果提升""]
[{""name"":""霧影乾坤"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     將 3 粒符石轉化為水符石 (光及暗符石優先轉換)。隊伍中每多 1 個人類成員，額外將 2 粒符石轉化為水符石     "",""tag"":[""符石轉水""]
[{""name"":""霧影乾坤"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     將 3 粒符石轉化為水符石 (光及暗符石優先轉換)。隊伍中每多 1 個人類成員，額外將 2 粒符石轉化為水符石     "",""tag"":[""符石轉水""]
[{""name"":""菩提梵天"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，自身不能發動攻擊。下一回合，水、火及木屬性攻擊力 2 倍     "",""tag"":[""增傷"",""限制成員攻擊""]
[{""name"":""菩提梵天"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，自身不能發動攻擊。下一回合，水、火及木屬性攻擊力 2 倍     "",""tag"":[""增傷"",""限制成員攻擊""]
[{""name"":""密林斗繁星"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，心符石兼具水符石、火符石及木符石效果     "",""tag"":[""符石兼具水"",""符石兼具火"",""符石兼具木""]
[{""name"":""密林斗繁星"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，心符石兼具水符石、火符石及木符石效果     "",""tag"":[""符石兼具水"",""符石兼具火"",""符石兼具木""]
[{""name"":""光影雲舞"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內，光屬性攻擊力 1.5 倍     "",""tag"":[""增傷""]
[{""name"":""光影雲舞"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內，光屬性攻擊力 1.5 倍     "",""tag"":[""增傷""]
[{""name"":""天狼巽閃"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     下一回合的自身攻擊力與此回合相同     "",""tag"":[""增傷"",""界王拳""]
[{""name"":""天狼巽閃"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     下回合的自身攻擊力與此回合相同     "",""tag"":[""增傷"",""界王拳""]
[{""name"":""玄冰亂滄溟"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     光符石與暗符石轉化為心強化符石     "",""tag"":[""符石轉心"",""符石轉心強化"",""光轉其他"",""暗轉其他""]
[{""name"":""玄冰亂滄溟"",""type"":""normal"",""charge"":""CD"",""num"":8,""reduce"":2,""description"":""     光符石與暗符石轉化為心強化符石     "",""tag"":[""符石轉心"",""符石轉心強化"",""光轉其他"",""暗轉其他""]
[{""name"":""慈雲祥暉"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     連續 3 回合回復自身回復力 20 倍的生命力     "",""tag"":[[""回血"",3]]
[{""name"":""慈雲祥暉"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     連續 3 回合回復自身回復力 20 倍的生命力     "",""tag"":[[""回血"",3]]
[{""name"":""運氣蓄勁"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，人類攻擊力 2 倍     "",""tag"":[""增傷""]
[{""name"":""運氣蓄勁"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，人類攻擊力 2 倍     "",""tag"":[""增傷""]
[{""name"":""雷霆光鏵"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     <board>將所有符石轉化為光符石</board>     "",""tag"":[""符石轉光"",""水轉其他"",""火轉其他"",""木轉其他"",""暗轉其他"",""心轉其他"",""大幅轉版"",""固定版面""]
[{""name"":""雷霆光鏵"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     <board>將所有符石轉化為光符石</board>     "",""tag"":[""符石轉光"",""水轉其他"",""火轉其他"",""木轉其他"",""暗轉其他"",""心轉其他"",""大幅轉版"",""固定版面""]
[{""name"":""凝氣成劍"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     光符石轉化為光強化符石，同時將暗符石轉化為暗強化符石     "",""tag"":[""符石強化"",""符石轉光強化"",""符石轉暗強化""]
[{""name"":""凝氣成劍"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     光符石轉化為光強化符石，同時將暗符石轉化為暗強化符石     "",""tag"":[""符石強化"",""符石轉光強化"",""符石轉暗強化""]
[{""name"":""天地流風"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     水符石與火符石轉化為心強化符石     "",""tag"":[""符石轉心"",""符石轉心強化"",""水轉其他"",""火轉其他""]
[{""name"":""天地流風"",""type"":""normal"",""charge"":""CD"",""num"":8,""reduce"":2,""description"":""     水符石與火符石轉化為心強化符石     "",""tag"":[""符石轉心"",""符石轉心強化"",""水轉其他"",""火轉其他""]
[{""name"":""蓄能移魂 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":1,""description"":""     將等同於累積戰鬥回合 (需要消除符石) 數量的符石轉換為火符石，最多 5 粒。發動技能後可轉換符石數將重新累積     "",""tag"":[""符石轉火""]
[{""name"":""癲之極"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     將場上數量最多的 1 種屬性符石 (不包括強化符石) 及心符石轉化為強化符石。(光及暗符石優先轉換)     "",""tag"":[""符石強化"",""符石轉心強化""]
[{""name"":""七輪誅仙"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，隊伍中魔族成員愈多，魔族攻擊力愈高，5 個魔族成員即可達至最大 2 倍     "",""tag"":[""增傷""]
[{""name"":""慈雲祥暉"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     連續 3 回合回復自身回復力 20 倍的生命力     "",""tag"":[[""回血"",3]]
[{""name"":""凝氣成劍"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     光符石轉化為光強化符石，同時將暗符石轉化為暗強化符石     "",""tag"":[""符石強化"",""符石轉光強化"",""符石轉暗強化""]
[{""name"":""天地流風"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     水符石與火符石轉化為心強化符石     "",""tag"":[""符石轉心"",""符石轉心強化"",""水轉其他"",""火轉其他""]
[{""name"":""光影雲舞"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內，光屬性攻擊力 1.5 倍     "",""tag"":[""增傷""]
[{""name"":""天狼巽閃"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     下回合的自身攻擊力與此回合相同     "",""tag"":[""增傷"",""界王拳""]
[{""name"":""凝冰術"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，凍結敵方全體，使受影響目標無法行動並轉為水屬性。效果期間水屬性攻擊力 1.5 倍     "",""tag"":[""無法行動"",""凍結敵方"",""敵方轉水"",""增傷"",""敵身狀態""]
[{""name"":""火神力場"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，消除的火符石愈多，火屬性攻擊力愈高，消除 12 粒火符石即可達至最大 2 倍 (只計算首批消除的符石)     "",""tag"":[""增傷""]
[{""name"":""聽天望月步"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，消除的木符石愈多，木屬性攻擊力愈高，消除 12 粒木符石即可達至最大 2 倍 (只計算首批消除的符石)     "",""tag"":[""增傷""]
[{""name"":""虛無幻境 ‧ 光"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，光符石不會被消除，同時所有屬性符石兼具 50% 光符石效果     "",""tag"":[""符石兼具光""]
[{""name"":""怒空摘星"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內，減少所受傷害 60%     "",""tag"":[""減傷""]
[{""name"":""冥流氣罩"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，所受傷害減少 40%；若隊伍中有人類及魔族成員時，效果持續 2 回合     "",""tag"":[[""減傷"",2]]
[{""name"":""焚炎端絡脈"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，水符石及木符石兼具火符石效果     "",""tag"":[""符石兼具火""]
[{""name"":""超級治療"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     回復自身回復力 10 倍的生命力     "",""tag"":[""回血""]
"[{""name"":""元素精煉 ‧ 水"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     3 回合內，水符石的掉落機率提升，並將掉落的水符石以水強化符石代替     "",""tag"":[[""改變掉落機率"",3]]
"[{""name"":""元素精煉 ‧ 水"",""type"":""normal"",""charge"":""CD"",""num"":10,""reduce"":2,""description"":""     3 回合內，水符石的掉落機率提升，並將掉落的水符石以水強化符石代替     "",""tag"":[[""改變掉落機率"",3]]
"[{""name"":""元素精煉 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     3 回合內，火符石的掉落機率提升，並將掉落的火符石以火強化符石代替     "",""tag"":[[""改變掉落機率"",3]]
"[{""name"":""元素精煉 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":10,""reduce"":2,""description"":""     3 回合內，火符石的掉落機率提升，並將掉落的火符石以火強化符石代替     "",""tag"":[[""改變掉落機率"",3]]
"[{""name"":""元素精煉 ‧ 木"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     3 回合內，木符石的掉落機率提升，並將掉落的木符石以木強化符石代替     "",""tag"":[[""改變掉落機率"",3]]
"[{""name"":""元素精煉 ‧ 木"",""type"":""normal"",""charge"":""CD"",""num"":10,""reduce"":2,""description"":""     3 回合內，木符石的掉落機率提升，並將掉落的木符石以木強化符石代替     "",""tag"":[[""改變掉落機率"",3]]
[{""name"":""冰柱衝擊 ‧ 中"",""type"":""normal"",""charge"":""CD"",""num"":10,""reduce"":1,""description"":""     對單一敵人造成 30,000 點水屬性傷害，此傷害無視防禦力     "",""tag"":[""直傷"",""破防直傷""]
[{""name"":""冰柱墜擊 ‧ 中"",""type"":""normal"",""charge"":""CD"",""num"":8,""reduce"":1,""description"":""     對全體敵人造成 30,000 點水屬性傷害，此傷害無視防禦力     "",""tag"":[""直傷"",""破防直傷""]
[{""name"":""顧守之約 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":8,""reduce"":2,""description"":""     所受傷害減少 20%，直至沒有消除火符石，不包括主動技及隊長技 (效果持續期間技能不會冷卻)     "",""tag"":[[""減傷"",-1]]
[{""name"":""顧守之約 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":8,""reduce"":2,""description"":""     所受傷害減少 20%，直至沒有消除火符石，不包括主動技及隊長技 (效果持續期間技能不會冷卻)     "",""tag"":[[""減傷"",-1]]
[{""name"":""拚力迎戰"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，全隊攻擊力 2 倍；下一回合全隊回復力變 0     "",""tag"":[""增傷"",""我方減回""]
[{""name"":""拚力迎戰"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，全隊攻擊力 2 倍；下一回合全隊回復力變 0     "",""tag"":[""增傷"",""我方減回""]
[{""name"":""群族共鳴"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，隊伍成員的種族愈多，全隊攻擊力愈高，5 個種族的成員即可達至最大 2.25 倍     "",""tag"":[""增傷""]
[{""name"":""群族共鳴"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，隊伍成員的種族愈多，全隊攻擊力愈高，5 個種族的成員即可達至最大 2.25 倍     "",""tag"":[""增傷""]
[{""name"":""噬血龍刃"",""type"":""normal"",""charge"":""CD"",""num"":7,""reduce"":1,""description"":""     1 回合內，龍類攻擊力 1.5 倍；將龍類對敵方造成實際傷害的 5% 轉化為生命力，最大為生命力等值的 50% (不計算主動及隊長技傷害)     "",""tag"":[""增傷"",""我方傷害吸收""]
[{""name"":""噬血龍刃"",""type"":""normal"",""charge"":""CD"",""num"":7,""reduce"":1,""description"":""     1 回合內，龍類攻擊力 1.5 倍；將龍類對敵方造成實際傷害的 5% 轉化為生命力，最大為生命力等值的 50% (不計算主動及隊長技傷害)     "",""tag"":[""增傷"",""我方傷害吸收""]
[{""name"":""凍結"",""type"":""normal"",""charge"":""CD"",""num"":16,""description"":""     凍結敵方全體，使受影響目標無法行動並轉為水屬性，持續 3 回合     "",""tag"":[[""無法行動"",3],[""敵方轉水"",3],[""凍結敵方"",3],""敵身狀態""]
[{""name"":""水刃之能"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，延長移動符石時間 3 秒；消除一組 6 粒或以上的水符石，水屬性攻擊力 1.5 倍     "",""tag"":[""增傷"",""延長轉珠時間""]
[{""name"":""水刃之能"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，延長移動符石時間 3 秒；消除一組 6 粒或以上的水符石，水屬性攻擊力 1.5 倍     "",""tag"":[""增傷"",""延長轉珠時間""]
[{""name"":""燄刃之能"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，延長移動符石時間 3 秒；消除一組 6 粒或以上的火符石，火屬性攻擊力 1.5 倍     "",""tag"":[""增傷"",""延長轉珠時間""]
[{""name"":""燄刃之能"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，延長移動符石時間 3 秒；消除一組 6 粒或以上的火符石，火屬性攻擊力 1.5 倍     "",""tag"":[""增傷"",""延長轉珠時間""]
[{""name"":""藤刃之能"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，延長移動符石時間 3 秒；消除一組 6 粒或以上的木符石，木屬性攻擊力 1.5 倍     "",""tag"":[""增傷"",""延長轉珠時間""]
[{""name"":""藤刃之能"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，延長移動符石時間 3 秒；消除一組 6 粒或以上的木符石，木屬性攻擊力 1.5 倍     "",""tag"":[""增傷"",""延長轉珠時間""]
[{""name"":""光刃之能"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，延長移動符石時間 3 秒；同時消除心符石、光符石及暗符石，光屬性攻擊力 1.5 倍     "",""tag"":[""增傷"",""延長轉珠時間""]
[{""name"":""光刃之能"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，延長移動符石時間 3 秒；同時消除心符石、光符石及暗符石，光屬性攻擊力 1.5 倍     "",""tag"":[""增傷"",""延長轉珠時間""]
[{""name"":""魅刃之能"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，延長移動符石時間 3 秒；同時消除心符石、光符石及暗符石，暗屬性攻擊力 1.5 倍     "",""tag"":[""增傷"",""延長轉珠時間""]
[{""name"":""魅刃之能"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，延長移動符石時間 3 秒；同時消除心符石、光符石及暗符石，暗屬性攻擊力 1.5 倍     "",""tag"":[""增傷"",""延長轉珠時間""]
[{""name"":""神之威譽 ‧ 水"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，水屬性攻擊力及回復力 1.5 倍；若隊伍中有 3 個或以上神族成員，水屬性攻擊力提升至 2 倍     "",""tag"":[""增傷""]
[{""name"":""神之威譽 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，火屬性攻擊力及回復力 1.5 倍；若隊伍中有 3 個或以上神族成員，火屬性攻擊力提升至 2 倍     "",""tag"":[""增傷""]
[{""name"":""神之威譽 ‧ 木"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，木屬性攻擊力及回復力 1.5 倍；若隊伍中有 3 個或以上神族成員，木屬性攻擊力提升至 2 倍     "",""tag"":[""增傷""]
[{""name"":""神之威譽 ‧ 光"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，光屬性攻擊力及回復力 1.5 倍；若隊伍中有 3 個或以上神族成員，光屬性攻擊力提升至 2 倍     "",""tag"":[""增傷""]
[{""name"":""神之威譽 ‧ 暗"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，暗屬性攻擊力及回復力 1.5 倍；若隊伍中有 3 個或以上神族成員，暗屬性攻擊力提升至 2 倍     "",""tag"":[""增傷""]
[{""name"":""灼熱盾擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     暈擊敵方全體，使受影響目標無法行動 5 回合，但效果會因受到攻擊而消失     "",""tag"":[[""無法行動"",5],[""暈擊敵方"",5],""敵身狀態""]
[{""name"":""狂戰士"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     在全部或最少 4 個成員可發動主動技時，發動此技會將所有成員技能 CD 重置，提升全隊攻擊力 2 倍並持續 8 回合     "",""tag"":[[""增傷"",8]]
[{""name"":""鐵壁陣勢 ‧ 暗"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     光符石轉化為心強化符石     "",""tag"":[""符石轉心"",""符石轉心強化"",""光轉其他""]
[{""name"":""諸刃之擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     消耗現有一半的生命力，以 125 倍自身攻擊力對敵方全體造成無屬性傷害     "",""tag"":[""直傷"",""我方扣血""]
[{""name"":""狂戰士"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     在全部或最少 4 個成員可發動主動技時，發動此技會將所有成員技能 CD 重置，提升全隊攻擊力 2 倍並持續 8 回合     "",""tag"":[[""增傷"",8]]
[{""name"":""能量暴發"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     單體攻擊轉化為全體攻擊，持續 3 回合；而且首回合全隊攻擊力 1.5 倍     "",""tag"":[""增傷""]
[{""name"":""神魔共鳴"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     2 回合內，以神族及魔族其中造成的最大攻擊力轉換為全隊神族及魔族的攻擊力     "",""tag"":[[""共鳴"",2]]
[{""name"":""暗光攻擊轉化"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     心符石轉化為暗符石，同時將光符石轉化為心符石     "",""tag"":[""符石轉暗"",""符石轉心"",""光轉其他"",""心轉其他""]
[{""name"":""一擊即中"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，單體攻擊時全隊追打火屬性攻擊 1 次     "",""tag"":[""全隊追打"",""火屬追打""]
[{""name"":""蓄能轉換 ‧ 煉木"",""type"":""normal"",""charge"":""CD"",""num"":2,""description"":""     將累積戰鬥回合 (需要消除符石) +1 數量的符石轉化為木符石，最多 8 粒；當累積至最多 8 粒時發動技能，轉化的木符石會以木強化符石代替。發動技能後可轉換符石數將重新累積     "",""tag"":[""符石轉木"",""符石轉木強化""]
[{""name"":""蓄力攻擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內不能對敵方造成傷害，下一回合全隊攻擊力提升 2 倍     "",""tag"":[""增傷"",""限制成員攻擊""]
[{""name"":""蓄能轉換 ‧ 煉水"",""type"":""normal"",""charge"":""CD"",""num"":2,""description"":""     將累積戰鬥回合 (需要消除符石) +1 數量的符石轉化為水符石，最多 8 粒；當累積至最多 8 粒時發動技能，轉化的水符石會以水強化符石代替。發動技能後可轉換符石數將重新累積     "",""tag"":[""符石轉水"",""符石轉水強化""]
